# name,planet_status,mass,radius,orbital_period,discovered,updated,mag_v,mag_i,mag_j,mag_h,mag_k,star_distance,star_metallicity,star_mass,star_radius,star_sp_type,star_age,star_teff,star_detected_disc,star_magnetic_field
Kepler-619 b,Confirmed,,0.282,5.4042722,2016,2021-02-05,,,13.579,13.263,13.291,1111,0.05,1.09,1.11,,3.47,5980,,
Kepler-619 c,Confirmed,,0.151,1.20846503,2016,2021-02-05,,,13.579,13.263,13.291,1111,0.05,1.09,1.11,,3.47,5980,,
Kepler-62 b,Confirmed,0.03,0.117,5.714932,2013,2021-02-05,14,,12.256,11.739,,368,-0.37,0.69,0.64,K2 V,7,4925,,
Kepler-62 c,Confirmed,0.013,0.048,12.4417,2013,2021-02-05,14,,12.256,11.739,,368,-0.37,0.69,0.64,K2 V,7,4925,,
Kepler-62 d,Confirmed,0.044,0.174,18.16406,2013,2021-02-05,14,,12.256,11.739,,368,-0.37,0.69,0.64,K2 V,7,4925,,
Kepler-62 e,Confirmed,0.113,0.144,122.3874,2013,2021-02-05,14,,12.256,11.739,,368,-0.37,0.69,0.64,K2 V,7,4925,,
Kepler-62 f,Confirmed,0.11,0.126,267.291,2013,2021-02-05,14,,12.256,11.739,,368,-0.37,0.69,0.64,K2 V,7,4925,,
Kepler-620 b,Confirmed,,0.296,12.91375431,2016,2021-02-05,,,13.591,13.292,13.284,1241,0.03,1.15,1.22,,3.02,6155,,
Kepler-621 b,Confirmed,,0.205,2.62811375,2016,2021-02-05,,,13.153,12.529,12.407,389,-0.02,0.72,0.68,,3.63,4521,,
Kepler-622 b,Confirmed,,0.19,14.28226676,2016,2021-02-05,,,12.689,12.073,11.909,259,-0.09,0.64,0.61,,3.47,4201,,
Kepler-623 b,Confirmed,,0.269,9.07097734,2016,2021-02-05,,,13.729,13.321,13.211,811,-0.03,0.9,0.86,,4.47,5443,,
Kepler-624 b,Confirmed,,0.206,14.58649607,2016,2021-02-05,,,12.514,12.195,12.205,731,-0.06,1.1,1.18,,3.72,6117,,
Kepler-625 b,Confirmed,,0.178,7.75192492,2016,2021-02-05,,,12.203,11.938,11.905,502,0.1,1.04,0.96,,1.51,5789,,
Kepler-625 c,Confirmed,,0.094,4.1653651,2016,2021-02-05,,,12.203,11.938,11.905,502,0.1,1.04,0.96,,1.51,5789,,
Kepler-626 b,Confirmed,,0.204,14.48585199,2016,2021-02-05,,,12.781,12.438,12.388,690,0.01,1.01,1.05,,5.37,5813,,
Kepler-627 b,Confirmed,,0.333,40.6994443,2016,2021-02-05,,,12.916,12.657,12.608,1143,0.05,1.3,1.49,,2.24,6424,,
Kepler-628 b,Confirmed,,0.749,15.4580567,2016,2021-02-05,,,11.979,11.662,11.599,579,0.04,1,1.28,,8.71,5721,,
Kepler-629 b,Confirmed,,0.123,7.2385854,2016,2021-02-05,,,12.107,11.729,11.646,383,0.01,0.93,0.84,,1.91,5444,,
Kepler-63 b,Confirmed,0.378,0.545,9.4341505,2013,2021-02-05,12.02,,10.399,10.096,,200,0.05,0.98,0.9,,0.21,5576,,
Kepler-630 b,Confirmed,,0.284,161.4743937,2016,2021-02-05,,,12.686,12.376,12.293,657,0.03,1.02,1.04,,4.47,5829,,
Kepler-631 b,Confirmed,,0.259,17.97979059,2016,2021-02-05,,,12.519,12.263,12.208,843,0.23,1.24,1.33,,2.51,6185,,
Kepler-632 b,Confirmed,,0.197,30.99660733,2016,2021-02-05,,,11.994,11.567,11.479,349,0.11,0.91,0.84,,3.02,5322,,
Kepler-633 b,Confirmed,,0.145,8.50340718,2016,2021-02-05,,,12.437,12.101,11.978,634,-0.05,1.02,1.15,,6.03,5899,,
Kepler-634 b,Confirmed,,0.169,5.16950177,2016,2021-02-05,,,12.511,12.22,12.16,757,-0.18,1.03,1.24,,5.37,6075,,
Kepler-635 b,Confirmed,,0.236,23.44971004,2016,2021-02-05,,,12.235,11.959,11.903,826,0.41,1.33,1.51,,2.34,6174,,
Kepler-636 b,Confirmed,,0.397,16.08066115,2016,2021-02-05,,,12.191,11.692,11.584,341,-0.02,0.85,0.8,,5.01,5203,,
Kepler-637 b,Confirmed,,0.424,23.20584623,2016,2021-02-05,,,12.459,12.227,12.182,1575,0.38,1.64,2.56,,2.19,6096,,
Kepler-638 b,Confirmed,,0.163,6.07972888,2016,2021-02-05,,,12.181,11.765,11.683,426,0.04,0.88,0.93,,11.75,5382,,
Kepler-639 b,Confirmed,,0.212,10.21420496,2016,2021-02-05,,,12.212,11.948,11.89,680,0.23,1.14,1.29,,4.37,5896,,
Kepler-64 (AB) b,Confirmed,0.53,0.553,138.506,2013,2016-03-09,,,,,,,,1.93,1.7,F+M,,,,
Kepler-640 b,Confirmed,,0.228,22.24813967,2016,2021-02-05,,,12.507,12.18,12.113,538,0.15,1.01,0.94,,2.09,5653,,
Kepler-641 b,Confirmed,,0.165,9.48961571,2016,2021-02-05,,,12.576,12.256,12.186,673,0.15,1.02,1.13,,7.08,5713,,
Kepler-642 b,Confirmed,,0.259,4.41745855,2016,2021-02-05,,,12.363,12.152,12.095,1022,0.06,1.4,1.66,,1.95,6570,,
Kepler-643 b,Confirmed,,0.906,16.33889626,2016,2021-02-05,,,12.212,11.672,11.583,1029,0.13,1,2.52,,12.02,4908,,
Kepler-644 b,Confirmed,,0.281,3.1739171,2016,2021-02-05,,,12.921,12.725,12.574,1413,0.08,1.49,1.81,,1.62,6747,,
Kepler-645 b,Confirmed,,0.187,3.27582262,2016,2021-02-05,,,12.924,12.624,12.589,901,-0.01,1.13,1.21,,2.95,6170,,
Kepler-646 b,Confirmed,,0.178,15.87364565,2016,2021-02-05,,,12.525,12.139,12.089,513,-0.07,0.93,0.91,,4.57,5634,,
Kepler-647 b,Confirmed,,0.104,16.2254649,2016,2021-02-05,,,12.898,12.585,12.611,789,-0.14,1.03,1.07,,4.27,6020,,
Kepler-647 c,Confirmed,,0.357,29.6663,2020,2021-02-05,,,12.898,12.585,12.611,789,-0.14,1.03,1.07,,4.27,6020,,
Kepler-648 b,Confirmed,,0.287,17.4211749,2016,2021-02-05,,,12.803,12.52,12.44,665,0.21,1.05,0.98,,1.82,5741,,
Kepler-649 b,Confirmed,,0.202,29.90722674,2016,2021-02-05,,,12.377,12.016,12.036,525,-0.17,0.97,0.94,,2.95,5871,,
Kepler-65 b,Confirmed,,0.127,2.15491,2012,2021-02-05,11.018,10.882,10.066,9.852,9.806,306.39,0.17,1.25,1.41,B,2.9,6211,,
Kepler-65 c,Confirmed,,0.23,5.859944,2012,2021-02-05,11.018,10.882,10.066,9.852,9.806,306.39,0.17,1.25,1.41,B,2.9,6211,,
Kepler-65 d,Confirmed,0.034,0.136,8.13123,2012,2022-08-31,11.018,10.882,10.066,9.852,9.806,306.39,0.17,1.25,1.41,B,2.9,6211,,
Kepler-65 e,Confirmed,0.82,,258.8,2019,2021-02-05,11.018,10.882,10.066,9.852,9.806,306.39,0.17,1.25,1.41,B,2.9,6211,,
Kepler-650 b,Confirmed,,0.264,3.03214559,2016,2021-02-05,,,12.525,12.237,12.144,805,0.13,1.08,1.35,,6.46,5849,,
Kepler-651 b,Confirmed,,0.211,21.38521506,2016,2021-02-05,,,12.719,12.397,12.27,537,-0.04,0.92,0.87,,3.55,5522,,
Kepler-652 b,Confirmed,,0.222,4.18200253,2016,2021-02-05,,,12.192,11.848,11.737,423,0.17,0.97,0.88,,1.48,5490,,
Kepler-653 b,Confirmed,,0.174,14.70748976,2016,2021-02-05,,,12.194,11.868,11.793,593,0.23,1.02,1.19,,7.76,5665,,
Kepler-653 c,Confirmed,,0.07,0.90037648,2016,2021-02-05,,,12.194,11.868,11.793,593,0.23,1.02,1.19,,7.76,5665,,
Kepler-654 b,Confirmed,,0.185,13.72465129,2016,2021-02-05,,,12.516,12.202,12.158,661,0.04,1.04,1.11,,5.37,5865,,
Kepler-655 b,Confirmed,,0.242,46.4063358,2016,2021-02-05,,,12.495,12.243,12.214,783,0,1.15,1.24,,3.39,6170,,
Kepler-656 b,Confirmed,,0.278,1.26025909,2016,2021-02-05,,,14.054,13.616,13.503,867,-0.04,0.86,0.82,,4.37,5281,,
Kepler-657 b,Confirmed,,0.314,24.54350418,2016,2021-02-05,,,14.135,13.812,13.761,1244,0.03,1.01,1.01,,4.17,5808,,
Kepler-658 b,Confirmed,,0.145,1.28707676,2016,2021-02-05,,,13.441,12.727,12.627,341,-0.04,0.63,0.6,,3.09,4103,,
Kepler-659 b,Confirmed,,0.223,17.671796,2016,2021-02-05,,,13.963,13.471,13.353,688,0.02,0.79,0.74,,3.24,4870,,
Kepler-66 b,Confirmed,0.047,0.25,17.815815,2013,2021-02-05,15.3,,14.021,13.689,,1107,-0.2,1.04,0.97,G0 V,1,5962,,
Kepler-660 b,Confirmed,,0.229,9.27358194,2016,2021-02-05,,,13.672,13.12,13.033,564,-0.07,0.75,0.71,,4.57,4779,,
Kepler-661 b,Confirmed,,0.274,6.02930132,2016,2021-02-05,,,14.001,13.37,13.231,558,-0.05,0.7,0.67,,4.27,4483,,
Kepler-662 b,Confirmed,,0.194,21.67697486,2016,2021-02-05,,,13.81,13.298,13.201,641,-0.03,0.79,0.74,,3.63,4897,,
Kepler-663 b,Confirmed,,0.232,4.99678284,2016,2021-02-05,,,14.448,14.018,13.903,1030,0.03,0.86,0.82,,4.57,5264,,
Kepler-664 b,Confirmed,,0.237,2.52559332,2016,2021-02-05,,,14.366,14.064,13.952,1386,0.07,1.01,1.02,,4.68,5754,,
Kepler-665 b,Confirmed,,0.232,16.01310205,2016,2021-02-05,,,13.855,13.323,13.214,651,-0.03,0.79,0.74,,4.68,4913,,
Kepler-666 b,Confirmed,,0.214,4.49876092,2016,2021-02-05,,,14.199,13.853,13.807,1330,0.01,1.03,1.05,,3.8,5887,,
Kepler-667 b,Confirmed,,0.422,41.43962808,2016,2021-02-05,,,13.948,13.596,13.519,907,0.15,0.91,0.87,,4.68,5327,,
Kepler-668 b,Confirmed,,0.241,8.35390639,2016,2021-02-05,,,13.996,13.582,13.533,877,-0.06,0.87,0.82,,3.89,5352,,
Kepler-669 b,Confirmed,,0.431,4.12554687,2016,2021-02-05,,,14.38,14.083,14.198,1778,0.14,1.15,1.2,,3.16,6038,,
Kepler-67 b,Confirmed,0.047,0.262,15.7259,2013,2021-02-05,16.4,,14.741,14.341,,1107,-0.2,0.86,0.78,G9 V,1,5331,,
Kepler-670 b,Confirmed,,1.176,2.81650485,2016,2021-02-05,,,13.732,13.393,13.315,980,0.07,0.99,0.99,,4.79,5709,,
Kepler-671 b,Confirmed,,0.24,4.28095859,2016,2021-02-05,,,14.121,13.756,13.769,1139,0.08,0.97,0.95,,4.47,5624,,
Kepler-672 b,Confirmed,,0.223,38.3774623,2016,2021-02-05,,,13.962,13.639,13.497,1011,-0.01,0.95,0.92,,4.07,5627,,
Kepler-673 b,Confirmed,,0.583,3.72873109,2016,2021-02-05,,,14.179,13.825,13.669,978,0,0.88,0.84,,4.47,5355,,
Kepler-674 b,Confirmed,,0.151,2.24338185,2016,2021-02-05,,,13.213,12.521,12.394,302,-0.27,0.6,0.57,,3.31,4192,,
Kepler-675 b,Confirmed,,0.218,2.33743801,2016,2021-02-05,,,13.81,13.3,13.195,651,-0.05,0.79,0.75,,4.68,4945,,
Kepler-676 b,Confirmed,,0.271,11.59822172,2016,2021-02-05,,,13.474,12.813,12.628,243,-0.02,0.51,0.49,,4.27,3701,,
Kepler-677 b,Confirmed,,0.48,6.57531678,2016,2021-02-05,,,14.071,13.793,13.686,1180,0.06,1,0.99,,4.57,5723,,
Kepler-678 b,Confirmed,,0.459,7.27503724,2016,2021-02-05,,,13.732,13.402,13.26,875,0.07,0.94,0.91,,4.47,5520,,
Kepler-679 b,Confirmed,,0.269,12.39358604,2016,2021-02-05,,,14.196,13.783,13.692,968,-0.09,0.87,0.84,,4.47,5403,,
Kepler-68 b,Confirmed,0.02407,0.206,5.3988,2013,2021-02-05,,,8.975,8.662,,144.77,0.12,1.08,1.24,,6.3,5793,,
Kepler-68 c,Confirmed,0.00642,0.0827,9.6051,2013,2021-02-05,,,8.975,8.662,,144.77,0.12,1.08,1.24,,6.3,5793,,
Kepler-68 d,Confirmed,,,634.6,2013,2021-02-05,,,8.975,8.662,,144.77,0.12,1.08,1.24,,6.3,5793,,
Kepler-680 b,Confirmed,,0.216,3.68992629,2016,2021-02-05,,,14.012,13.72,13.764,1342,0.13,1.08,1.11,,3.72,5890,,
Kepler-681 b,Confirmed,,0.275,26.39435646,2016,2021-02-05,,,13.757,13.272,13.172,666,-0.04,0.8,0.76,,5.01,5021,,
Kepler-682 b,Confirmed,,0.658,12.61190667,2016,2021-02-05,,,13.942,13.546,13.478,951,-0.05,0.92,0.89,,3.98,5559,,
Kepler-683 b,Confirmed,,0.176,2.53918318,2016,2021-02-05,,,13.812,13.465,13.358,976,-0.03,0.96,0.95,,4.37,5703,,
Kepler-684 b,Confirmed,,0.3,6.77030201,2016,2021-02-05,,,14.318,13.91,13.828,1066,-0.11,0.89,0.86,,4.37,5493,,
Kepler-685 b,Confirmed,,0.944,1.6255222,2016,2021-02-05,,,13.656,13.355,13.307,1145,0.15,1.11,1.16,,3.39,5963,,
Kepler-686 b,Confirmed,,1.084,1.59474546,2016,2021-02-05,,,14.35,13.941,13.917,1203,-0.07,0.94,0.92,,4.47,5649,,
Kepler-687 b,Confirmed,,0.314,20.50586978,2016,2021-02-05,,,13.842,13.251,13.216,628,-0.04,0.77,0.73,,5.5,4841,,
Kepler-688 b,Confirmed,,0.871,3.89593684,2016,2021-02-05,,,14.364,13.969,13.924,1247,0.02,0.98,0.96,,4.27,5715,,
Kepler-689 b,Confirmed,,0.258,22.36656079,2016,2021-02-05,,,14.236,13.849,13.714,1044,-0.01,0.91,0.88,,4.57,5518,,
Kepler-69 b,Confirmed,,0.2,13.722341,2013,2021-02-05,13.7,,12.631,12.284,,746.33,-0.29,0.81,0.93,G4 V,,5638,,
Kepler-69 c,Confirmed,,0.153,242.4613,2013,2021-02-05,13.7,,12.631,12.284,,746.33,-0.29,0.81,0.93,G4 V,,5638,,
Kepler-690 b,Confirmed,,0.531,7.74809437,2016,2021-02-05,,,14.412,14.113,14.106,1653,0.19,1.11,1.16,,3.55,5913,,
Kepler-691 b,Confirmed,,0.186,8.114379,2016,2021-02-05,,,13.405,12.723,12.492,239,0.04,0.53,0.5,,3.98,3715,,
Kepler-692 b,Confirmed,,0.277,21.81293494,2016,2021-02-05,,,14.204,13.776,13.702,1000,-0.01,0.9,0.86,,4.68,5440,,
Kepler-693 b,Confirmed,,0.908,15.37563332,2016,2021-02-05,,,14.877,14.359,14.178,1002,-0.1,0.76,0.72,,4.47,4881,,
Kepler-694 b,Confirmed,,0.25,6.36584161,2016,2021-02-05,,,13.882,13.522,13.493,1023,0,0.97,0.95,,4.07,5700,,
Kepler-695 b,Confirmed,,0.822,3.04033042,2016,2021-02-05,,,13.514,13.016,12.922,620,-0.01,0.84,0.8,,4.47,5181,,
Kepler-696 b,Confirmed,,0.548,4.19042557,2016,2021-02-05,,,14.069,13.77,13.624,1285,0.07,1.06,1.08,,3.98,5903,,
Kepler-697 b,Confirmed,,0.368,3.70987065,2016,2021-02-05,,,14.306,13.934,13.785,1091,-0.01,0.92,0.88,,4.37,5513,,
Kepler-698 b,Confirmed,,0.328,16.32976218,2016,2021-02-05,,,14.255,13.87,13.799,1135,-0.03,0.94,0.91,,4.27,5612,,
Kepler-699 b,Controversial,,1.259,27.80756293,2016,2022-03-15,,,14.236,13.744,13.672,888,-0.26,0.81,0.78,,4.57,5330,,
Kepler-7 b,Confirmed,0.441,1.622,4.8854892,2009,2021-02-05,,,11.833,11.601,,947.46,0.11,1.36,1.97,,3.5,5933,,
Kepler-700 b,Confirmed,,0.534,80.8720639,2016,2021-02-05,,,13.935,13.585,13.569,1061,0.04,0.98,0.96,,4.37,5692,,
Kepler-701 b,Confirmed,,0.253,10.35533177,2016,2021-02-05,,,13.656,13.279,13.141,755,0,0.88,0.84,,4.47,5343,,
Kepler-702 b,Confirmed,,0.818,10.52629406,2016,2021-02-05,,,13.968,13.532,13.492,892,0,0.9,0.86,,4.47,5419,,
Kepler-703 b,Confirmed,,0.732,4.58352176,2016,2021-02-05,,,13.981,13.644,13.62,1482,0.05,1.18,1.27,,2.69,6185,,
Kepler-704 b,Confirmed,,0.233,3.76182115,2016,2021-02-05,,,13.955,13.626,13.557,1054,0.09,0.97,0.96,,5.13,5616,,
Kepler-705 b,Confirmed,,0.188,56.0560538,2016,2021-02-05,,,13.446,12.778,12.536,251,0.07,0.53,0.51,,3.89,3722,,
Kepler-706 b,Confirmed,,1.175,41.40831347,2016,2021-02-05,,,13.805,13.413,13.307,810,-0.06,0.87,0.84,,4.79,5394,,
Kepler-707 b,Confirmed,,0.119,2.23749275,2016,2021-02-05,,,13.604,13.106,13.004,626,-0.12,0.8,0.76,,4.9,5099,,
Kepler-708 b,Confirmed,,0.261,3.16789194,2016,2021-02-05,,,14.32,13.958,13.871,1241,0.01,0.97,0.96,,4.37,5692,,
Kepler-709 b,Confirmed,,0.261,16.08524954,2016,2021-02-05,,,13.753,13.284,13.145,668,-0.08,0.8,0.77,,4.9,5071,,
Kepler-71 b,Confirmed,,1.11001,3.90512,2010,2022-01-06,15.386,,13.927,13.55,,800,-0.2,0.95,0.86,,,5545,,
Kepler-710 b,Confirmed,,0.168,4.34728553,2016,2021-02-05,,,13.806,13.397,13.378,919,-0.04,0.94,0.91,,4.17,5611,,
Kepler-711 b,Confirmed,,0.304,23.58914398,2016,2021-02-05,,,13.697,13.2,13.061,664,-0.04,0.84,0.8,,4.37,5222,,
Kepler-712 b,Confirmed,,0.304,21.02247699,2016,2021-02-05,,,14.399,13.982,13.841,944,-0.03,0.84,0.78,,3.31,5148,,
Kepler-712 c,Confirmed,,0.433,226.89047,2016,2021-02-05,,,14.399,13.982,13.841,944,-0.03,0.84,0.78,,3.31,5148,,
Kepler-713 b,Confirmed,,0.221,7.411141,2016,2021-02-05,,,13.802,13.454,13.3,1003,-0.03,0.98,0.99,,3.8,5785,,
Kepler-714 b,Confirmed,,0.863,8.09888799,2016,2021-02-05,,,14.164,13.875,13.825,1460,0.04,1.09,1.12,,3.55,5995,,
Kepler-715 b,Confirmed,,0.335,10.00652995,2016,2021-02-05,,,13.984,13.655,13.592,1214,0.02,1.04,1.04,,3.98,5871,,
Kepler-716 b,Confirmed,,0.259,10.37168453,2016,2021-02-05,,,13.67,13.249,13.135,675,0,0.83,0.78,,4.57,5099,,
Kepler-716 c,Confirmed,,0.124,3.96999,2020,2021-02-05,,,13.67,13.249,13.135,675,0,0.83,0.78,,4.57,5099,,
Kepler-717 b,Confirmed,,0.216,4.40840023,2016,2021-02-05,,,14.43,13.966,13.996,1126,-0.12,0.88,0.85,,4.37,5485,,
Kepler-718 b,Confirmed,,1.477,2.0523499,2016,2021-02-05,,,14.005,13.679,13.604,1520,0.06,1.18,1.3,,2.57,6191,,
Kepler-719 b,Confirmed,,0.76,5.00731778,2016,2021-02-05,,,14.572,14.207,14.126,1427,-0.02,0.99,0.98,,3.98,5777,,
Kepler-720 b,Confirmed,,0.75,4.70832654,2016,2021-02-05,,,13.785,13.39,13.243,880,0,0.95,0.92,,3.63,5618,,
Kepler-721 b,Confirmed,,0.236,5.39202539,2016,2021-02-05,,,14.187,13.739,13.627,848,-0.01,0.82,0.78,,4.9,5075,,
Kepler-722 b,Confirmed,,0.235,4.09357325,2016,2021-02-05,,,14.261,13.949,13.841,1375,0.02,1.03,1.05,,4.37,5863,,
Kepler-722 c,Confirmed,,0.252,105.144749,2016,2021-02-05,,,14.261,13.949,13.841,1375,0.02,1.03,1.05,,4.37,5863,,
Kepler-723 b,Confirmed,,1.088,4.08227507,2016,2021-10-02,,,13.949,13.593,13.499,965,0,0.92,0.89,,4.57,5539,,
Kepler-724 b,Confirmed,,0.294,3.31494634,2016,2021-02-05,,,13.873,13.442,13.367,862,-0.02,0.9,0.86,,4.37,5437,,
Kepler-725 b,Confirmed,,0.948,39.64317811,2016,2021-02-05,,,13.685,13.283,13.222,778,-0.01,0.88,0.84,,4.37,5363,,
Kepler-726 b,Confirmed,,0.291,21.80451088,2016,2021-02-05,,,13.81,13.381,13.329,838,-0.09,0.88,0.85,,4.47,5452,,
Kepler-727 b,Confirmed,,0.226,5.15448442,2016,2021-02-05,,,13.987,13.593,13.432,892,-0.01,0.89,0.86,,4.79,5441,,
Kepler-728 b,Confirmed,,0.298,5.74347727,2016,2021-02-05,,,14.384,13.994,13.937,1236,-0.03,0.95,0.93,,4.07,5660,,
Kepler-729 b,Confirmed,,0.319,3.16635371,2016,2021-02-05,,,14.471,14.028,14.086,1271,-0.05,0.94,0.91,,4.27,5633,,
Kepler-730 b,Confirmed,,1.1,6.49168281,2016,2021-02-05,,,14.471,14.182,14.102,2020.2,0.21,1.05,1.41,,9.5,5620,,
Kepler-730 c,Confirmed,,0.14,2.85188338,2018,2021-02-05,,,14.471,14.182,14.102,2020.2,0.21,1.05,1.41,,9.5,5620,,
Kepler-731 b,Confirmed,,1.238,3.85560355,2016,2021-02-05,,,14.126,13.762,13.775,1311,0.04,1.03,1.06,,3.8,5849,,
Kepler-732 b,Confirmed,,0.194,9.46781405,2016,2021-02-05,,,12.596,11.952,11.721,150,-0.01,0.49,0.46,,4.47,3631,,
Kepler-732 c,Confirmed,,0.113,0.89304124,2016,2021-02-05,,,12.596,11.952,11.721,150,-0.01,0.49,0.46,,4.47,3631,,
Kepler-733 b,Confirmed,,0.252,20.83424726,2016,2021-02-05,,,14.141,13.726,13.648,980,0.01,0.9,0.86,,4.27,5418,,
Kepler-734 b,Confirmed,,0.318,6.10485286,2016,2021-02-05,,,13.107,12.746,12.668,553,-0.17,0.85,0.78,,2.34,5326,,
Kepler-735 b,Confirmed,,0.263,11.51516988,2016,2021-02-05,,,13.94,13.496,13.453,790,0.07,0.85,0.8,,4.37,5107,,
Kepler-736 b,Confirmed,,0.261,3.60147201,2016,2021-02-05,,,14.385,14.017,13.82,1007,0.03,0.86,0.81,,4.27,5217,,
Kepler-737 b,Confirmed,,0.175,28.59915399,2016,2021-02-05,,,12.91,12.293,12.097,195,-0.24,0.51,0.48,,3.89,3813,,
Kepler-738 b,Confirmed,,0.223,24.58721573,2016,2021-02-05,,,14.311,13.855,13.818,992,-0.09,0.86,0.82,,4.57,5327,,
Kepler-739 b,Confirmed,,0.296,12.53248465,2016,2021-02-05,,,14.265,13.878,13.847,1128,-0.08,0.93,0.9,,4.27,5601,,
Kepler-74 b,Confirmed,0.63,0.96,7.340711,2013,2021-02-05,14.23,,13.306,13.008,,1218.33,0.42,1.18,1.12,F8 V,0.8,6000,,
Kepler-740 b,Confirmed,,0.408,3.58410122,2016,2021-02-05,,,14.613,14.251,14.177,1262,0.03,0.91,0.87,,4.79,5438,,
Kepler-741 b,Confirmed,,0.265,7.03902374,2016,2021-02-05,,,13.99,13.746,13.693,1530,0.07,1.16,1.24,,3.16,6129,,
Kepler-742 b,Confirmed,,0.289,8.36086824,2016,2021-02-05,,,13.496,12.962,12.817,499,0.07,0.76,0.71,,2.57,4642,,
Kepler-743 b,Confirmed,,0.108,3.17926292,2016,2021-02-05,,,11.234,10.837,10.777,258,0.01,0.94,0.85,,1.86,5486,,
Kepler-744 b,Confirmed,,0.145,12.06222443,2016,2021-02-05,,,12.354,11.998,11.931,486,0,0.94,0.93,,5.13,5594,,
Kepler-745 b,Confirmed,,0.193,9.93143556,2016,2021-02-05,,,13.998,13.664,13.621,1199,0.06,1.04,1.04,,4.07,5849,,
Kepler-746 b,Confirmed,,0.099,3.48159251,2016,2021-02-05,,,12.307,11.883,11.815,450,0.09,0.91,0.93,,8.71,5418,,
Kepler-747 b,Controversial,,0.47,35.61760587,2016,2022-03-15,,,14.241,13.792,13.63,855,-0.03,0.82,0.78,,4.79,5096,,
Kepler-748 b,Confirmed,,0.225,7.40742793,2016,2021-02-05,,,13.99,13.685,13.603,1271,0.08,1.07,1.1,,3.72,5934,,
Kepler-749 b,Confirmed,,0.277,17.31716585,2016,2021-02-05,,,14.169,13.629,13.515,753,-0.11,0.79,0.75,,4.57,5009,,
Kepler-75 b,Confirmed,10.1,1.05,8.8849116,2013,2021-02-05,15,,13.665,13.262,,855.5,0.3,0.91,0.89,K0 V,6.2,5200,,
Kepler-750 b,Confirmed,,0.274,9.42887179,2016,2021-02-05,,,13.463,13.212,13.103,1181,0.03,1.15,1.23,,3.09,6160,,
Kepler-750 c,Confirmed,,0.145,4.08899022,2016,2021-02-05,,,13.463,13.212,13.103,1181,0.03,1.15,1.23,,3.09,6160,,
Kepler-751 b,Confirmed,,0.219,17.44490636,2016,2021-02-05,,,13.667,13.253,13.124,748,-0.06,0.87,0.84,,4.47,5387,,
Kepler-752 b,Confirmed,,0.251,18.82747265,2016,2021-02-05,,,14.459,14.014,13.939,1075,-0.08,0.87,0.83,,4.07,5373,,
Kepler-753 b,Confirmed,,0.17,5.74772501,2016,2021-02-05,,,12.608,11.966,11.875,278,-0.03,0.68,0.65,,3.63,4346,,
Kepler-754 b,Confirmed,,0.179,14.5596237,2016,2021-02-05,,,13.895,13.566,13.516,1192,0.05,1.06,1.08,,3.8,5935,,
Kepler-755 b,Confirmed,,0.157,1.26909037,2016,2021-02-05,,,12.465,11.961,11.879,368,-0.01,0.82,0.77,,4.9,5043,,
Kepler-755 c,Confirmed,,0.112,2.85313364,2016,2021-02-05,,,12.465,11.961,11.879,368,-0.01,0.82,0.77,,4.9,5043,,
Kepler-756 b,Confirmed,,0.1,1.22486632,2016,2021-02-05,,,14.128,13.656,13.535,852,-0.19,0.82,0.79,,4.47,5282,,
Kepler-757 b,Confirmed,,0.121,1.02267882,2016,2021-02-05,,,13.502,13.16,13.043,1016,0.02,1.08,1.13,,3.31,6014,,
Kepler-758 b,Confirmed,,0.221,12.1097104,2016,2021-02-05,,,13.37,13.146,13.11,1353,-0.1,1.16,1.42,,3.8,6228,,
Kepler-758 c,Confirmed,,0.151,4.75793986,2016,2021-02-05,,,13.37,13.146,13.11,1353,-0.1,1.16,1.42,,3.8,6228,,
Kepler-758 d,Confirmed,,0.189,20.4966197,2016,2021-02-05,,,13.37,13.146,13.11,1353,-0.1,1.16,1.42,,3.8,6228,,
Kepler-758 e,Confirmed,,0.136,8.1934719,2016,2021-02-05,,,13.37,13.146,13.11,1353,-0.1,1.16,1.42,,3.8,6228,,
Kepler-759 b,Confirmed,,0.203,41.805985,2016,2021-02-05,,,13.327,13.009,12.967,892,0.06,1.04,1.04,,3.89,5860,,
Kepler-76 b,Confirmed,2.01,1.36,1.5449298,2013,2021-02-05,14,,12.343,12.134,,842.87,-0.1,1.2,1.32,F,,6409,,
Kepler-760 b,Confirmed,,0.273,8.70419416,2016,2021-02-05,,,13.707,13.301,13.239,782,0.08,0.89,0.85,,4.57,5322,,
Kepler-760 c,Confirmed,,0.132,2.46697439,2016,2021-02-05,,,13.707,13.301,13.239,782,0.08,0.89,0.85,,4.57,5322,,
Kepler-761 b,Confirmed,,0.181,10.12804789,2016,2021-02-05,,,13.563,13.156,13.202,867,-0.09,0.95,0.93,,4.07,5706,,
Kepler-762 b,Confirmed,,1.131,3.7705521,2016,2021-02-05,,,14.275,13.963,13.969,1465,0.02,1.06,1.08,,3.8,5944,,
Kepler-763 b,Confirmed,,0.109,1.19655156,2016,2021-02-05,,,14.24,13.758,13.752,902,0.01,0.84,0.8,,4.79,5166,,
Kepler-764 b,Confirmed,,0.146,7.33683936,2016,2021-02-05,,,14.105,13.697,13.622,1013,-0.06,0.92,0.89,,4.17,5557,,
Kepler-765 b,Confirmed,,0.217,27.6655226,2016,2021-02-05,,,13.487,13.168,13.175,1000,0.04,1.05,1.06,,3.72,5901,,
